1739.4666666666665,1857.0,1389.0,1826.0,2294.0,0.0,0.0,0.0,0.0,0.0,661.8333333333334,94.0,16.0,141.0,219.0,0.0,1044.0,748.0,1528.0,1918.0,0.0,94.0,15.0,94.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0,397.5,156.5,290.0,812.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593.0,328.0,608.0,967.0,0.0,4478.166666666667,2408.0,4162.0,6989.166666666667,0.0,344.0,139.0,281.0,578.0
1444.6916666666668,1788.0,1140.0,1794.5,2550.5,0.0,0.0,0.0,0.0,0.0,783.5,296.0,141.0,343.0,530.0,0.0,1159.5,645.5,1263.3333333333333,2026.3333333333335,0.0,0.0,0.0,0.0,0.0,0.0,101.5,15.5,101.0,218.0,0.0,593.0,249.0,203.0,873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.5,94.0,172.0,288.5,0.0,3519.0,2956.5,3090.0,5085.5,0.0,0.0,0.0,0.0,0.0
1770.4666666666667,2685.666666666667,1614.5476190476193,2620.833333333333,3867.6190476190477,0.0,0.0,0.0,0.0,0.0,476.0,0.0,0.0,0.0,0.0,0.0,3330.0,2642.5,4110.5,4999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,77.0,203.0,483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1965.0,1435.0,1950.0,2542.0,0.0,2324.0,1293.5,2144.0,3766.5,0.0,109.0,31.0,172.0,250.0
1407.3333333333333,1449.5,532.0,1372.5,2431.0,0.0,0.0,0.0,0.0,0.0,633.6666666666667,140.0,78.0,156.0,218.0,0.0,1186.0,610.0,1264.0,1840.0,0.0,109.0,31.0,94.0,234.0,0.0,94.0,31.0,62.0,187.0,0.0,2122.0,1733.0,2216.0,2699.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,640.0,171.0,701.0,1294.0,0.0,3190.5,2170.5,3206.0,4756.0,0.0,218.0,109.0,234.0,343.0
1592.4499999999998,1490.0,1131.5,1358.0,1872.5,0.0,141.0,0.0,93.0,234.0,934.5,717.5,327.5,912.0,1302.0,0.0,812.0,326.0,873.0,1483.0,0.0,0.0,0.0,0.0,0.0,0.0,374.5,203.0,452.5,686.0,0.0,913.0,244.66666666666669,695.3333333333333,1456.6666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,0.0,109.0,280.0,0.0,3322.5,1561.5,3598.0,5795.0,0.0,0.0,0.0,0.0,0.0
1151.875,1356.5,660.5,1277.5,2408.5,0.0,0.0,0.0,0.0,0.0,704.5833333333334,141.0,78.0,171.0,234.0,0.0,281.0,171.0,296.0,406.0,0.0,242.0,125.0,211.0,328.0,0.0,125.0,15.0,125.0,265.0,0.0,881.0,561.5,874.5,1194.0,0.0,0.0,0.0,0.0,0.0,0.0,327.0,234.0,312.0,405.0,0.0,444.5,171.5,468.0,773.0,0.0,4822.5,3308.0,4915.0,6835.5,0.0,483.0,188.0,452.0,811.0
1158.279761904762,1294.0333333333333,563.7666666666667,1242.5,2123.7666666666664,0.0,0.0,0.0,0.0,0.0,515.5,172.0,16.0,172.0,328.0,0.0,1186.0,843.0,1232.0,1825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,47.0,62.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,499.0,327.0,530.0,702.0,0.0,4102.5,2707.25,4235.25,6007.0,0.0,296.0,187.0,265.0,562.0
1726.2166666666665,31161.0,29826.0,32252.5,33867.5,0.0,0.0,0.0,0.0,0.0,689.3333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,63.0,47.0,172.0,0.0,78.0,63.0,78.0,219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,561.0,499.0,593.0,655.0,0.0,2333.5,1374.0,2161.5,3715.0,0.0,125.0,47.0,140.0,218.0
1543.25,3286.333333333333,2648.8333333333335,3348.5,4032.0,0.0,62.0,47.0,63.0,172.0,619.3666666666667,890.0,796.0,935.0,1123.0,0.0,8833.333333333332,8028.333333333333,9059.0,9958.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,16.0,93.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,47.0,187.0,327.0,0.0,3252.5,1763.0,3097.5,5124.0,0.0,500.0,218.0,452.0,734.0
1573.5358974358974,2550.0,1551.5,2550.5,3720.0,0.0,0.0,0.0,0.0,0.0,330.53333333333336,0.0,0.0,0.0,0.0,0.0,2458.5,1653.0,2566.5,3464.0,0.0,78.0,47.0,31.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,110.0,469.0,781.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1201.0,842.0,1107.0,1528.0,0.0,2671.5,1349.8333333333333,2641.0,4248.333333333334,0.0,109.0,47.0,78.0,234.0
